_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,WARD_NAME,X,Y,LONGITUDE,LATITUDE,MI_PRINX,OBJECTID,CAPACITY,MULTIMODAL,SEASONAL,SHELTERED,SURFACE,STATUS,LOCATION,NOTES,MAP_CLASS,geometry
5785,51630,5,Bartonville Ave E,5 Bartonville Ave E,M6M 2B1,YORK,Toronto,20112838,5,,,,433,York South-Weston (505),,,,,2876415,1,8,No,No,No,asphalt,Delivered,,No bolt down - in York District,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4945826627, 43.6894845939)}"
5786,310564,150,Borough Dr,150 Borough Dr,M1P 4N7,SCARBOROUGH,Toronto,107945,150,,,,7397,Scarborough Centre (2121),,,,,3838259,2,8,Yes,No,No,,Installed,Scarborough Civic Centre,adjacent to civic centre & Square,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.2572409578, 43.7728105957)}"
5787,367443,71,New Forest Sq,71 New Forest Sq,M1V 2Z6,SCARBOROUGH,Toronto,20050441,71,,,,9497,Scarborough-Agincourt (2222),,,,,1739719,3,8,No,No,No,concrete,Installed,,60m south of Steeles on W side of Kennedy (closest valid address),Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3074473907, 43.8230331061)}"
5788,379258,95,River Grove Dr,95 River Grove Dr,M1W 3T8,SCARBOROUGH,Toronto,20052191,95,,,,8803,Scarborough-Agincourt (2222),,,,,1926239,4,8,No,No,No,concrete,Installed,,S-W corner of Birchmount & Steeles (closest valid address),Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.317389651, 43.8209470944)}"
5789,394585,24,Victoria Park Ave,24 Victoria Park Ave,M4E 3R9,SCARBOROUGH,Toronto,113274,24,,,,370,Beaches-East York (1919),,,,,2770103,5,8,No,No,No,,Installed,,One 8-bike rack on TTC property,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.2810262939, 43.675363068)}"
5790,772775,315,Bloor St W,315 Bloor St W,M5S 1A3,former TORONTO,Toronto,1142564,315,,,,458,University-Rosedale (1111),,,,,1591359,6,8,No,No,No,concrete,Installed,,White mark,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3985624501, 43.6674469424)}"
5791,772800,398,Bloor St W,398 Bloor St W,M5S 1X4,former TORONTO,Toronto,1142870,398,,,,458,University-Rosedale (1111),,,,,2042974,7,16,No,No,No,asphalt,Approved,,50m north of Bloor,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4073484624, 43.6661256152)}"
5792,772833,481,Bloor St W,481 Bloor St W,M5S 1X9,former TORONTO,Toronto,1142870,481,,,,458,University-Rosedale (1111),,,,,1755303,8,8,No,No,No,asphalt,Approved,,bikes face east,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4071172093, 43.6657537894)}"
5793,772852,509,Bloor St W,509 Bloor St W,M5S 1Y2,former TORONTO,Toronto,1142919,509,,,,458,University-Rosedale (1111),,,,,2459164,9,8,No,No,No,asphalt,Installed,,in exchange for Borden corral,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4083859965, 43.6654609016)}"
5794,772899,612,Bloor St W,612 Bloor St W,M6G 1K7,former TORONTO,Toronto,1143160,612,,,,458,University-Rosedale (1111),,,,,1777979,10,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4138388158, 43.66473417)}"
5795,773004,813,Bloor St W,813 Bloor St W,M6G 1L8,former TORONTO,Toronto,30039479,813,,,,458,University-Rosedale (1111),,,,,3302429,11,8,No,No,No,,Installed,,Montrose - Dufferin Streetscaping,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4217629458, 43.6625538116)}"
5796,773067,890,Bloor St W,890 Bloor St W,M6G 1M5,former TORONTO,Toronto,1143576,890,,,,458,University-Rosedale (1111),,,,,1811755,12,8,Yes,No,No,concrete,Approved,Ossington TTC,adjacent Bike Share stn - councillor request,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.425575677, 43.6622248201)}"
5797,773157,1032,Bloor St W,1032 Bloor St W,M6H 1M2,former TORONTO,Toronto,1143789,1032,,,,458,Davenport (909),,,,,2708366,13,8,No,No,No,,Installed,,One 8-bike rack,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4316062598, 43.6609569225)}"
5798,773158,1034,Bloor St W,1034 Bloor St W,M6H 1M3,former TORONTO,Toronto,1143821,1034,,,,458,Davenport (909),,,,,2512369,14,5,No,No,No,,Installed,,One 5-bike angled rack,Multi-Bike Rack (Angled),"{u'type': u'Point', u'coordinates': (-79.4319342255, 43.6608848734)}"
5799,773911,122,Bond St,122 Bond St,M5B 1X8,former TORONTO,Toronto,14021112,122,,,,3029,Toronto Centre (1313),,,,,2034865,15,16,No,No,No,marble paver,Installed,,white mark,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3791387852, 43.6573781216)}"
5800,773913,137,Bond St,137 Bond St,M5B 1Y2,former TORONTO,Toronto,14021112,137,,,,3029,Toronto Centre (1313),,,,,1862386,16,8,No,No,No,concrete,Installed,,"bikes face east, white mark",Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3787181688, 43.6578227118)}"
5801,785313,429,College St,429 College St,M5T 1T2,former TORONTO,Toronto,1144402,429,,,,9765,University-Rosedale (1111),,,,,1518130,17,8,No,No,No,concrete,Installed,,5m from info pillar,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4072847841, 43.6562832334)}"
5802,785507,802,College St,802 College St,M6G 1C8,former TORONTO,Toronto,1144782,802,,,,9765,University-Rosedale (1111),,,,,1984091,18,8,No,No,No,pavers,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4217098647, 43.6548443189)}"
5803,785590,940,College St,940 College St,M6H 1A5,former TORONTO,Toronto,14018364,940,,,,9765,Davenport (909),,,,,2583303,19,8,No,No,No,concrete,Installed,,Councillor request,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4266277066, 43.65374298)}"
5804,825934,55,John St,55 John St,M5V 3C6,former TORONTO,Toronto,1146312,55,,,,9747,Spadina-Fort York (1010),,,,,2825729,20,16,No,No,No,,Installed,Metro Hall,at rotunda,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3889314921, 43.6461537935)}"
5805,828085,200,King St E,200 King St E,M5A 3W8,former TORONTO,Toronto,1145266,200,,,,3779,Toronto Centre (1313),,,,,2728735,21,16,No,No,No,,Installed,,east side of George north of King in No Parking zone,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3701856495, 43.6511004642)}"
5806,828221,150,King St W,150 King St W,M5H 1J9,former TORONTO,Toronto,1145855,150,,,,3780,Spadina-Fort York (1010),,,,,2778660,22,8,Yes,No,No,marble,Installed,King TTC,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3842322746, 43.6482142785)}"
5807,856375,100,Queen St W,100 Queen St W,M5H 2N1,former TORONTO,Toronto,1145216,100,,,,4238,Spadina-Fort York (1010),,,,,4326298,23,40,No,No,No,,Installed,City Hall,Inside parking garage,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3836250552, 43.6528221423)}"
5808,856701,686,Queen St W,686 Queen St W,M6J 1E7,former TORONTO,Toronto,1146191,686,,,,4238,Spadina-Fort York (1010),,,,,1824985,24,10,No,No,Yes,,Installed,,on the Euclid boulevard 25m north of Queen,Bike Shelter,"{u'type': u'Point', u'coordinates': (-79.4079437965, 43.6465782036)}"
5809,866475,180,Shaw St,180 Shaw St,M6J 2W5,former TORONTO,Toronto,14018156,180,,,,4388,Spadina-Fort York (1010),,,,,2662860,25,18,No,No,Yes,,Installed,,Queen West Parking Study; Artscape Youngplace,Bike Shelter,"{u'type': u'Point', u'coordinates': (-79.417586261, 43.6468989084)}"
5810,880972,241,Wellington St W,241 Wellington St W,,former TORONTO,Toronto,1146352,241,,,,4652,Spadina-Fort York (1010),,,,,2708750,26,16,No,No,No,concrete,Installed,,"on John St, 50m south of Wellington",Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3900134102, 43.6449521398)}"
5811,887713,1140,Yonge St,1140 Yonge St,M4W 2L8,former TORONTO,Toronto,1140465,1140,,,,4733,University-Rosedale (1111),,,,,2567776,27,8,No,No,No,concrete,Installed,,west of post box,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3910471598, 43.679510244)}"
5812,2767344,5,Bellevue Ave,5 Bellevue Ave,,former TORONTO,Toronto,2767316,5,,,,2983,University-Rosedale (1111),,,,,3835209,28,14,No,No,No,,Proposed,,east side of Augusta at park in P& D,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4019219861, 43.6537217166)}"
5813,2854062,522,University Ave,522 University Ave,M5G 1W7,former TORONTO,Toronto,2854059,522,,,,4583,University-Rosedale (1111),,,,,1684029,29,16,No,No,No,concrete,Installed,,adjacent to planters,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3893801204, 43.6559184352)}"
5814,3120556,1030,King St W,1030 King St W,M6K 0B4,former TORONTO,Toronto,3155022,1030,,,,3780,Spadina-Fort York (1010),,,,,2290040,30,16,No,No,No,concrete,Installed,,at Strachan  and west at Sleep Country,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4157586755, 43.6415808537)}"
5815,6047970,901,King St W,901 King St W,M5V 3H5,former TORONTO,Toronto,14024874,901,,,,3780,Spadina-Fort York (1010),,,,,1560247,31,8,No,No,No,pavers,Installed,,white mark,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.411246784, 43.6418724328)}"
5816,6292601,3530,Sheppard Ave E,3530 Sheppard Ave E,M1T 3K7,SCARBOROUGH,Toronto,6292597,3530,,,,6698,Scarborough-Agincourt (2222),,,,,2527726,32,8,No,No,No,,Installed,,Mayor's Office request,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3030962421, 43.7812077533)}"
5817,6620141,991,Woodbine Ave,991 Woodbine Ave,,former TORONTO,Toronto,14023398,991,,,,391,Beaches-East York (1919),,,,,3167183,33,32,Yes,No,No,concrete,Approved,Woodbine TTC,Awaiting TTC construction (Woodbine Station),Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3127678973, 43.6864135583)}"
5818,6924847,725,Bathurst St,725 Bathurst St,M5S 2R5,former TORONTO,Toronto,6924827,725,,,,436,University-Rosedale (1111),,,,,2865477,34,14,No,No,No,,Installed,,"On grass, across from CSI/Theatre",Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4098085572, 43.6627041126)}"
5819,6924850,702,Bathurst St,702 Bathurst St,M5S 2R4,former TORONTO,Toronto,6924849,702,,,,436,University-Rosedale (1111),,,,,2449394,35,14,No,Yes,No,,Installed,,north side of Herrick,Bike Corral,"{u'type': u'Point', u'coordinates': (-79.4105046596, 43.6627422312)}"
5820,7389731,71,Second St,71 Second St,M8V 2X4,ETOBICOKE,Toronto,7389724,71,,,,2447,Etobicoke-Lakeshore (303),,,,,2197834,36,8,No,No,No,concrete,Installed,,0.5m back from limit of concrete,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4997662582, 43.6036684224)}"
5821,7466874,516,Glenlake Ave,516 Glenlake Ave,,former TORONTO,Toronto,7466844,516,,,,3546,Parkdale-High Park (404),,,,,3835905,37,8,No,No,No,brick pavers,Installed,,TDSB request for Ursula Franklin Academy,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.474104822, 43.6561212464)}"
5822,7553263,1186,Queen St W,1186 Queen St W,M6J 1J6,former TORONTO,Toronto,7553262,1186,,,,4238,Davenport (909),,,,,3054362,38,14,No,No,No,,Installed,,"parking stall design; on Northcote, not Queen",Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4262248353, 43.6429348457)}"
5823,7569577,798,Richmond St W,798 Richmond St W,M6J 3P3,former TORONTO,Toronto,7569576,798,,,,4277,Spadina-Fort York (1010),,,,,1684783,39,24,No,No,No,concrete,Installed,,on Niagara betw tree pits,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4098108572, 43.6451297245)}"
5824,7570973,12,Ossington Ave,12 Ossington Ave,M6J 2Y7,former TORONTO,Toronto,7570969,12,,,,4125,Spadina-Fort York (1010),,,,,3040336,40,5,No,No,No,concrete,Installed,,1m south of bus stop,Multi-Bike Rack (Angled),"{u'type': u'Point', u'coordinates': (-79.4193781682, 43.6444593301)}"
5825,7641979,21,Gerrard St E,21 Gerrard St E,,former TORONTO,Toronto,7641994,21,,,,3495,Toronto Centre (1313),,,,,3168834,41,16,No,No,No,concrete,Installed,,White mark,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3810999114, 43.6591625171)}"
5826,10924257,83,Gould St,83 Gould St,,former TORONTO,Toronto,10924256,83,,,,3563,Toronto Centre (1313),,,,,2526316,42,8,No,No,No,brick pavers,Approved,,On hold,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3766028005, 43.6583472609)}"
5827,7642554,277,Victoria St,277 Victoria St,M5B 1W2,former TORONTO,Toronto,30075808,277,,,,9790,Toronto Centre (1313),,,,,4096749,43,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3793385702, 43.6565589128)}"
5828,7730077,400,Yonge St,400 Yonge St,,former TORONTO,Toronto,7730098,400,,,,4733,University-Rosedale (1111),,,,,3176699,44,8,No,No,No,concrete,Installed,,white mark,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3826468223, 43.6595417671)}"
5829,7730108,350,Victoria St,350 Victoria St,M5B 2K3,former TORONTO,Toronto,30060911,350,,,,9790,Toronto Centre (1313),,,,,3802769,45,8,No,No,No,pavers,Installed,,white mark,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.380479826, 43.6577656355)}"
5830,7792268,595,Bay St,595 Bay St,M5G 2C2,former TORONTO,Toronto,7792266,595,,,,2962,University-Rosedale (1111),,,,,2103912,46,8,No,No,No,concrete,Installed,,adjacent to planter,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3832978279, 43.6562124477)}"
5831,7792587,790,Bay St,790 Bay St,M5G 1N8,former TORONTO,Toronto,7792579,790,,,,2962,University-Rosedale (1111),,,,,2383398,47,8,No,No,No,pavers,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3861750845, 43.6604459644)}"
5832,7929475,357,Bay St,357 Bay St,M5H 2T7,former TORONTO,Toronto,7929469,357,,,,2962,Toronto Centre (1313),,,,,2561155,48,8,No,No,No,concrete,Installed,,white mark,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3808769999, 43.6508344042)}"
5833,7929674,200,King St W,200 King St W,M5H 3T4,former TORONTO,Toronto,7929673,200,,,,3780,Spadina-Fort York (1010),,,,,1684104,49,8,Yes,No,No,marble,Installed,King TTC,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3857204176, 43.6479052738)}"
5834,7939998,10,Linnsmore Cres,10 Linnsmore Cres,M4J 4J6,former TORONTO,Toronto,14023269,10,,,,11375,Toronto-Danforth (1414),,,,,2047844,50,8,Yes,No,No,concrete,Installed,Greenwood TTC,just south of doors,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3302921709, 43.6825720317)}"
5835,7939998,10,Linnsmore Cres,10 Linnsmore Cres,M4J 4J6,former TORONTO,Toronto,14023269,10,,,,11375,Toronto-Danforth (1414),,,,,2047844,51,10,Yes,No,No,concrete,Installed,Greenwood TTC,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3302921709, 43.6825720317)}"
5836,7994464,40,High Park Ave,40 High Park Ave,M6P 2S1,former TORONTO,Toronto,7994458,40,,,,3660,Parkdale-High Park (404),,,,,2146844,52,20,Yes,No,Yes,,Installed,High Park TTC,"Public Realm project,  Installed at back of walk",Bike Shelter,"{u'type': u'Point', u'coordinates': (-79.4663681355, 43.6547112224)}"
5837,8292528,666,Queen St E,666 Queen St E,M4M 1G8,former TORONTO,Toronto,8292524,666,,,,4237,Toronto-Danforth (1414),,,,,4093504,53,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3515005143, 43.6586988939)}"
5838,8312904,1595,Dupont St,1595 Dupont St,M6P 3S8,former TORONTO,Toronto,8312902,1595,,,,3343,Davenport (909),,,,,2446517,54,8,No,No,No,pavers,Installed,,restaurant request,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4542193056, 43.6649358894)}"
5839,8344816,87,Front St E,87 Front St E,M5E 1B8,former TORONTO,Toronto,8344810,87,,,,3471,Toronto Centre (1313),,,,,3006161,55,14,No,Yes,No,,Installed,,"lay-by on south side, c. Market St - BIA in favour",Bike Corral,"{u'type': u'Point', u'coordinates': (-79.3722000573, 43.6487470958)}"
5840,8353493,266,King St E,266 King St E,M5A 1K3,former TORONTO,Toronto,8353517,266,,,,3779,Toronto Centre (1313),,,,,2593639,56,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3663420506, 43.6519627217)}"
5841,8408498,2,Bloor St W,2 Bloor St W,M4W 3E2,former TORONTO,Toronto,10759265,2,,,,458,University-Rosedale (1111),,,,,2772524,57,8,Yes,No,No,concrete,Installed,Bloor-Yonge TTC,north of post-and-rings on Yonge at Cumberland Terrace entrance,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3872300479, 43.670400436)}"
5842,8408615,12,Madison Ave,12 Madison Ave,M5R 2S1,former TORONTO,Toronto,30104520,12,,,,3896,University-Rosedale (1111),,,,,4281523,58,8,Yes,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4033213403, 43.6677591999)}"
5843,8408616,14,Madison Ave,14 Madison Ave,M5R 2S1,former TORONTO,Toronto,30104520,14,,,,3896,University-Rosedale (1111),,,,,4281541,59,8,Yes,No,No,concrete,TBD,,107m N of Bloor,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4033717235, 43.6678664664)}"
5844,8416837,692,Bloor St W,692 Bloor St W,M6G 1L4,former TORONTO,Toronto,8416823,692,,,,458,University-Rosedale (1111),,,,,1543974,60,16,Yes,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4174332539, 43.6639772448)}"
5845,8416838,693,Bloor St W,693 Bloor St W,M6G 1L5,former TORONTO,Toronto,8416823,693,,,,458,University-Rosedale (1111),,,,,2916406,61,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4173511984, 43.6635409715)}"
5846,8416907,675,Bloor St W,675 Bloor St W,M6G 1L3,former TORONTO,Toronto,8416891,675,,,,458,University-Rosedale (1111),,,,,2602654,62,48,No,No,No,asphalt,Installed,,3 racks moved from Wood St for Bike Share relocation,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.416253855, 43.6638062345)}"
5847,8417835,1,Albany Ave,1 Albany Ave,M5R 3C2,former TORONTO,Toronto,14014600,1,,,,2859,University-Rosedale (1111),,,,,2322513,63,8,No,No,No,asphalt,TBD,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4099385909, 43.6657201947)}"
5848,9212592,275,Cherry St,275 Cherry St,M5A 3L3,former TORONTO,Toronto,14066690,275,,,,3154,Toronto-Danforth (1414),,,,,2417310,64,8,No,No,No,brick paver,TBD,,Determine if needed,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3523310914, 43.6455974145)}"
5849,9468140,20,Northcote Ave,20 Northcote Ave,,former TORONTO,Toronto,14018614,20,,,,4070,Davenport (909),,,,,2647569,65,10,No,No,Yes,,Installed,,"on the boulevard, 40m north of Queen",Bike Shelter,"{u'type': u'Point', u'coordinates': (-79.4264347477, 43.6431255581)}"
5850,9879850,483,Bay St,483 Bay St,M5G 2C9,former TORONTO,Toronto,9879849,483,,,,2962,Toronto Centre (1313),,,,,2475636,66,8,No,No,No,concrete,Approved,,white mark east of bike parking,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3820471151, 43.6537501401)}"
5851,9980057,1978,Queen St E,1978 Queen St E,M4L 1H8,former TORONTO,Toronto,9980046,1978,,,,4237,Beaches-East York (1919),,,,,1766950,67,8,No,No,No,concrete,Installed,,To replace P&R (2),Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3011363155, 43.669972861)}"
5852,9980658,449,Parliament St,449 Parliament St,M5A 3A3,former TORONTO,Toronto,14023933,449,,,,4162,Toronto Centre (1313),,,,,2211932,68,8,No,No,No,concrete,Installed,,adjacent to south side of No Frills,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3671626415, 43.6635065844)}"
5853,10034904,953,Gerrard St E,953 Gerrard St E,M4M 1Z4,former TORONTO,Toronto,30107057,953,,,,3495,Toronto-Danforth (1414),,,,,4297754,69,16,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.339396983, 43.6680536711)}"
5854,10180172,621,King St W,621 King St W,M5V 1M5,former TORONTO,Toronto,14674278,621,,,,3780,Spadina-Fort York (1010),,,,,3037504,70,8,No,No,No,concrete,Installed,,east side of planter,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.401149846, 43.644002883)}"
5855,10222755,511,King St W,511 King St W,M5V 2Z4,former TORONTO,Toronto,10222754,511,,,,3780,Spadina-Fort York (1010),,,,,2243171,71,8,No,No,No,concrete,Installed,,west of main door,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3978494175, 43.6446235513)}"
5856,10223670,441,King St W,441 King St W,M5V 1K4,former TORONTO,Toronto,10223667,441,,,,3780,Spadina-Fort York (1010),,,,,3339643,72,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3956715229, 43.6451488397)}"
5857,10223676,468,King St W,468 King St W,M5V 1L8,former TORONTO,Toronto,10223667,468,,,,3780,Spadina-Fort York (1010),,,,,2696110,73,8,No,No,No,concrete,Installed,,west of main door,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3959267185, 43.6455450875)}"
5858,10223683,500,King St W,500 King St W,M5V 1L9,former TORONTO,Toronto,10223667,500,,,,3780,Spadina-Fort York (1010),,,,,2680137,74,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.396805138, 43.6453156558)}"
5859,10258457,40,Orchard View Blvd,40 Orchard View Blvd,M4R 1B9,former TORONTO,Toronto,10258454,40,,,,4111,Eglinton-Lawrence (808),,,,,3006674,75,8,No,No,No,concrete,Installed,,Public Library,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4000640485, 43.7082699051)}"
5860,10334643,12,Emerson Ave,12 Emerson Ave,M6H 3S8,former TORONTO,Toronto,14012771,12,,,,3396,Davenport (909),,,,,2196073,76,14,Yes,Yes,No,,Installed,,west side of Emerson at subway lay-by,Bike Corral,"{u'type': u'Point', u'coordinates': (-79.4413132922, 43.6593829779)}"
5861,10335151,695,Lansdowne Ave,695 Lansdowne Ave,M6H 3Y9,former TORONTO,Toronto,14012788,695,,,,3814,Davenport (909),,,,,3219969,77,8,Yes,No,No,,Installed,Lansdowne TTC,Councillor request,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4428104295, 43.6591290436)}"
5862,10386594,743,Pape Ave,743 Pape Ave,M4K 3T1,former TORONTO,Toronto,10386591,743,,,,280,Toronto-Danforth (1414),,,,,2293016,78,32,Yes,No,No,,Installed,Pape TTC,Four 8-bike racks on TTC property,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3450123848, 43.679887324)}"
