_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,WARD_NAME,X,Y,LONGITUDE,LATITUDE,MI_PRINX,OBJECTID,CAPACITY,MULTIMODAL,SEASONAL,SHELTERED,SURFACE,STATUS,LOCATION,NOTES,MAP_CLASS,geometry
5863,10430677,2000,Yonge St,2000 Yonge St,M4S 1Z7,former TORONTO,Toronto,10430667,2000,,,,4733,Toronto-St. Paul's (1212),,,,,2078078,79,8,No,No,No,concrete,Installed,,on Glebe Rd W.,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3973815441, 43.7004743322)}"
5864,10494377,222,Spadina Ave,222 Spadina Ave,M5T 3B3,former TORONTO,Toronto,10494181,222,,,,4426,Spadina-Fort York (1010),,,,,2882926,80,16,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.397837765, 43.6509286639)}"
5865,10537872,175,Mount Olive Dr,175 Mount Olive Dr,M9V 2E3,ETOBICOKE,Toronto,30108313,175,,,,2145,Etobicoke North (101),,,,,4305375,81,32,No,No,No,,Installed,,four 8-bike racks TDSB install at Smithfield M.S.,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.5957518765, 43.7500111297)}"
5866,10576714,892,College St,892 College St,M6H 1A4,former TORONTO,Toronto,10576713,892,,,,9765,Davenport (909),,,,,1858675,82,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.425391839, 43.6540125358)}"
5867,10576975,834,College St,834 College St,M6H 1A2,former TORONTO,Toronto,10576972,834,,,,9765,Davenport (909),,,,,2335698,83,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.422924276, 43.654491445)}"
5868,10576992,860,College St,860 College St,M6H 1A2,former TORONTO,Toronto,10576972,860,,,,9765,Davenport (909),,,,,2883544,84,8,No,No,No,brick pavers,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4238539128, 43.6544574848)}"
5869,10736597,362,Bloor St W,362 Bloor St W,M5S 1X2,former TORONTO,Toronto,10736589,362,,,,458,University-Rosedale (1111),,,,,1777874,85,8,Yes,No,No,concrete,Installed,Spadina TTC,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4057839572, 43.6665134282)}"
5870,10736616,513,Bloor St W,513 Bloor St W,M5S 1Y4,former TORONTO,Toronto,10736609,513,,,,458,University-Rosedale (1111),,,,,3012709,86,8,No,No,No,asphalt,Approved,,at end of parking box/ on hold,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.408787723, 43.6654264507)}"
5871,10736643,19,Spadina Rd,19 Spadina Rd,M5R 2S9,former TORONTO,Toronto,14239870,19,,,,4428,University-Rosedale (1111),,,,,2216427,87,16,Yes,No,No,,TBD,Spadina TTC,TPA Lot #231 property,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4040401596, 43.6679326402)}"
5872,10864283,28,Duncan St,28 Duncan St,,former TORONTO,Toronto,14036084,28,,,,3331,Spadina-Fort York (1010),,,,,1684105,88,14,No,Yes,No,,Installed,,opposite OCADU building,Bike Corral,"{u'type': u'Point', u'coordinates': (-79.3892098796, 43.6487811931)}"
5873,10864312,61,Front St W,61 Front St W,M5J 1E5,former TORONTO,Toronto,10864309,61,,,,3472,Spadina-Fort York (1010),,,,,2850404,89,72,Yes,No,No,,Installed,Union GO,indoor and outdoor,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3800700536, 43.6452454057)}"
5874,10906649,720,Bay St,720 Bay St,M5G 2K1,former TORONTO,Toronto,10906644,720,,,,2962,University-Rosedale (1111),,,,,2413629,90,8,No,No,No,pavers,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3854849355, 43.6588371126)}"
5875,11075760,95,Front St E,95 Front St E,M5E 1C2,former TORONTO,Toronto,11075761,95,,,,3471,Toronto Centre (1313),,,,,1977101,91,8,No,No,No,,Installed,,"St Lawrence Mkt renos: angled rack reclaimed for lack of use, one 8-bike",Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3714937128, 43.6491812588)}"
5876,11180397,49,Givins St,49 Givins St,M6J 2X5,former TORONTO,Toronto,11180398,49,,,,3505,Spadina-Fort York (1010),,,,,3038912,92,8,No,No,No,,Installed,,Queen West Study,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4175842924, 43.6464076573)}"
5877,11272519,1560,Yonge St,1560 Yonge St,M4T 2S9,former TORONTO,Toronto,14242419,1560,,,,4733,Toronto-St. Paul's (1212),,,,,2325615,93,8,No,No,No,concrete,Installed,,on Delisle,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3951269012, 43.689678353)}"
5878,11272587,2180,Yonge St,2180 Yonge St,M4S 2B9,former TORONTO,Toronto,14230407,2180,,,,4733,Toronto-St. Paul's (1212),,,,,2232065,94,8,Yes,No,No,concrete,Proposed,Eglinton TTC,on sidewalk over subway track,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3982471385, 43.7046384672)}"
5879,11462071,245,Church St,245 Church St,,former TORONTO,Toronto,11462072,245,,,,503,Toronto Centre (1313),,,,,1511565,95,8,No,No,No,Concrete,Approved,,Pink marks,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3773887817, 43.6576414017)}"
5880,12107167,490,Bloor St W,490 Bloor St W,M5S 1X8,former TORONTO,Toronto,12107157,490,,,,458,University-Rosedale (1111),,,,,3012691,96,8,No,No,No,asphalt,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4097622063, 43.665628341)}"
5881,12107174,537,Bloor St W,537 Bloor St W,M5S 1Y5,former TORONTO,Toronto,12107157,537,,,,458,University-Rosedale (1111),,,,,3012694,97,8,No,No,No,asphalt,Approved,,at end of parking box/ on hold,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4096694708, 43.6652219654)}"
5882,12427667,665,Lawrence Ave W,665 Lawrence Ave W,,NORTH YORK,Toronto,12427668,665,,,,732,Eglinton-Lawrence (808),,,,,3128291,98,8,Yes,No,No,concrete,Approved,Lawrence West TTC,north side entrance,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4441078551, 43.7157840453)}"
5883,12562241,375,St Clair Ave W,375 St Clair Ave W,,former TORONTO,Toronto,30076115,375,,,,890,Toronto-St. Paul's (1212),,,,,4103980,99,20,Yes,No,Yes,,Installed,St Clair West TTC,"Public Realm project,  Installed at back of walk",Bike Shelter,"{u'type': u'Point', u'coordinates': (-79.4143290305, 43.6836946285)}"
5884,13968174,38,Orchard View Blvd,38 Orchard View Blvd,M4R 2G3,former TORONTO,Toronto,10258454,38,,,,4111,Eglinton-Lawrence (808),,,,,2210418,100,8,No,No,No,interlock,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3996801446, 43.7082167133)}"
5885,13991066,584,Bloor St W,584 Bloor St W,M6G 1K4,former TORONTO,Toronto,8353520,584,,,,458,University-Rosedale (1111),,,,,1661356,101,8,Yes,No,No,brick pavers,Installed,Bathurst TTC,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4126936122, 43.6651006727)}"
5886,13991178,213,Delaware Ave,213 Delaware Ave,M6H 2T4,former TORONTO,Toronto,20033433,213,,,,3283,Davenport (909),,,,,2874672,102,5,Yes,No,No,,Installed,Ossington TTC,One 5-bike angled rack on TTC property,Multi-Bike Rack (Angled),"{u'type': u'Point', u'coordinates': (-79.4278708182, 43.6620573991)}"
5887,14120392,736,Bay St,736 Bay St,M5G 2M4,former TORONTO,Toronto,7792579,736,,,,2962,University-Rosedale (1111),,,,,2058168,103,8,No,No,No,pavers,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3856470368, 43.6593434836)}"
5888,14171704,300,Victoria St,300 Victoria St,,former TORONTO,Toronto,30075809,300,,,,9790,Toronto Centre (1313),,,,,4096755,104,8,No,No,No,concrete,Installed,,white mark,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3802376739, 43.6575126332)}"
5889,14188604,826,Yonge St,826 Yonge St,M4W 2H1,former TORONTO,Toronto,8677490,826,,,,4733,University-Rosedale (1111),,,,,2008928,105,8,No,No,No,concrete,Proposed,,north of post-and-rings on Yonge,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3873920393, 43.671208852)}"
5890,14199241,11,Charlotte St,11 Charlotte St,M5V 0M6,former TORONTO,Toronto,14025593,11,,,,3147,Spadina-Fort York (1010),,,,,4094529,106,8,No,No,No,pavers,Installed,,Councillor request,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3936698785, 43.6463778424)}"
5891,14206623,2198,Yonge St,2198 Yonge St,M4S 2B8,former TORONTO,Toronto,14230407,2198,,,,4733,Toronto-St. Paul's (1212),,,,,2862848,107,16,Yes,No,No,concrete,Installed,Eglinton TTC,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3984238947, 43.7058827894)}"
5892,14207146,205,Spadina Ave,205 Spadina Ave,M5T 2C7,former TORONTO,Toronto,10494196,205,,,,4426,Spadina-Fort York (1010),,,,,2071735,108,16,No,No,No,,Installed,,lay-by,Bike Corral,"{u'type': u'Point', u'coordinates': (-79.3966190322, 43.6504254363)}"
5893,14210057,896,Danforth Ave,896 Danforth Ave,M4J 1L9,former TORONTO,Toronto,7930789,896,,,,86,Toronto-Danforth (1414),,,,,1720587,109,16,No,No,No,concrete,Approved,,Pink marks/approved for 2 racks,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.33926907, 43.6802527581)}"
5894,14210930,1036,Bloor St W,1036 Bloor St W,M6H 1M3,former TORONTO,Toronto,1143821,1036,,,,458,Davenport (909),,,,,1894655,110,8,No,No,No,,Installed,,Montrose - Dufferin streetscaping,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4319383641, 43.6608213174)}"
5895,14210933,5,Salem Ave,5 Salem Ave,M6H 3C2,former TORONTO,Toronto,14011464,5,,,,4354,Davenport (909),,,,,2071514,111,8,No,No,No,,Installed,,Montrose - Dufferin streetscaping,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4315601024, 43.6608451251)}"
5896,14211049,5,Walmer Rd,5 Walmer Rd,,former TORONTO,Toronto,10759044,5,,,,940,University-Rosedale (1111),,,,,2071516,112,8,Yes,No,No,concrete,Installed,Spadina TTC,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4053783829, 43.6667025083)}"
5897,14659357,350,King St W,350 King St W,M5V 3X5,former TORONTO,Toronto,10458506,350,,,,3780,Spadina-Fort York (1010),,,,,1604772,113,14,No,No,No,,Installed,,P&D adjacent to Bell Lightbox bike parking,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3904508904, 43.6466460322)}"
5898,20040470,65,Dundas St W,65 Dundas St W,M5G 2C3,former TORONTO,Toronto,7762832,65,,,,558,Toronto Centre (1313),,,,,2304022,114,32,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3830072852, 43.6555937759)}"
5899,20111213,22,Fort York Blvd,22 Fort York Blvd,M5V 3Z2,former TORONTO,Toronto,20035046,22,,,,15826,Spadina-Fort York (1010),,,,,1988105,115,8,No,No,No,concrete,Installed,,Moved from 351 Bremner Blvd to supermarket,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3941963993, 43.6405581342)}"
5900,20140670,101,Sherbourne St,101 Sherbourne St,M5A 2R3,former TORONTO,Toronto,1144819,101,,,,4391,Toronto Centre (1313),,,,,2211089,116,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3689116973, 43.6536621558)}"
5901,20362129,163,Dan Leckie Way,163 Dan Leckie Way,M5V 4A8,former TORONTO,Toronto,20364648,163,,,,17007,Spadina-Fort York (1010),,,,,3819492,117,8,No,No,No,concrete,Installed,,south side planter,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3980686082, 43.6400541998)}"
5902,20364714,82,Fort York Blvd,82 Fort York Blvd,M5V 4A6,former TORONTO,Toronto,30036751,82,,,,15826,Spadina-Fort York (1010),,,,,3792847,118,8,No,No,No,pavers,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3967708309, 43.6400217735)}"
5903,20364734,157,Dan Leckie Way,157 Dan Leckie Way,M5V 4A8,former TORONTO,Toronto,20364648,157,,,,17007,Spadina-Fort York (1010),,,,,3819491,119,8,No,No,No,concrete,Installed,,south side planter,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3980055327, 43.6398931179)}"
5904,30015516,150,Dan Leckie Way,150 Dan Leckie Way,M5V 0C9,former TORONTO,Toronto,20364648,150,,,,17007,Spadina-Fort York (1010),,,,,4336398,120,8,No,No,No,concrete,Installed,,adjacent to central planter,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3984418013, 43.6396291899)}"
5905,30018521,60,Carlton St,60 Carlton St,M5B 1J2,former TORONTO,Toronto,14023522,60,,,,3116,Toronto Centre (1313),,,,,3326675,121,8,No,No,No,concrete,Installed,,rack is already there: bolt down,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3800330023, 43.6620609424)}"
5906,30019115,35D,Bathurst St,35D Bathurst St,M5V 2P2,former TORONTO,Toronto,8457361,35,D,,,436,Spadina-Fort York (1010),,,,,3017563,122,8,No,No,No,brick pavers,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4017249691, 43.6422257158)}"
5907,30025064,78,Tecumseth St,78 Tecumseth St,M5V 0A9,former TORONTO,Toronto,20053421,78,,,,4534,Spadina-Fort York (1010),,,,,3274602,123,8,No,No,No,concrete,Installed,,at south side of publication boxes,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4054414222, 43.6430480473)}"
5908,30028624,539,Parliament St,539 Parliament St,M4X 1P7,former TORONTO,Toronto,9980335,539,,,,4162,Toronto Centre (1313),,,,,3215110,124,8,No,No,No,brick pavers,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3684723714, 43.6660407872)}"
5909,30033362,992,College St,992 College St,M6H 1A7,former TORONTO,Toronto,7531273,992,,,,9765,Davenport (909),,,,,3269927,125,8,No,No,No,granite,Approved,,no mark,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4284417019, 43.6533514907)}"
5910,30033825,636,Queen St E,636 Queen St E,M4M 1G3,former TORONTO,Toronto,11585489,636,,,,4237,Toronto-Danforth (1414),,,,,3272256,126,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3525953502, 43.6584322328)}"
5911,30035742,44,Lisgar St,44 Lisgar St,,former TORONTO,Toronto,14024655,44,,,,3859,Davenport (909),,,,,3277255,127,8,No,No,No,concrete,Installed,,eastern border of Lisgar Park,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4234411857, 43.6420865352)}"
5912,30035743,36,Lisgar St,36 Lisgar St,M6J 0C7,former TORONTO,Toronto,14024655,36,,,,3859,Davenport (909),,,,,3277451,128,8,No,No,No,concrete,Installed,,ignore markings to south,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4233157461, 43.6417386471)}"
5913,30038007,47,Lower River St,47 Lower River St,M5A 0G1,former TORONTO,Toronto,30037989,47,,,,19546,Toronto Centre (1313),,,,,3296643,129,24,No,No,No,Concrete/interlock,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3555410508, 43.656498597)}"
5914,30039986,92,Fort York Blvd,92 Fort York Blvd,M5V 4A7,former TORONTO,Toronto,30036751,92,,,,15826,Spadina-Fort York (1010),,,,,3303574,130,8,No,No,No,pavers,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3969681695, 43.6399814003)}"
5915,30069161,35,York St,35 York St,M5J 0C7,former TORONTO,Toronto,13975053,35,,,,4735,Spadina-Fort York (1010),,,,,3833298,131,30,No,No,No,,Installed,,indoor and outdoor,Multi-Bike Rack (Angled),"{u'type': u'Point', u'coordinates': (-79.3814651014, 43.6437906732)}"
5916,30072958,1190,Dundas St E,1190 Dundas St E,M4M 0C5,former TORONTO,Toronto,7576995,1190,,,,3334,Toronto-Danforth (1414),,,,,4071796,132,8,No,No,No,concrete,Installed,,east side of planter,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3410336332, 43.6652675256)}"
5917,30085026,60,Lisgar St,60 Lisgar St,,former TORONTO,Toronto,14024655,60,,,,3859,Davenport (909),,,,,4160009,133,8,No,No,No,concrete,Installed,,eastern border of Lisgar Park,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4236170997, 43.6424141049)}"
5918,10154425,1,St Clair Ave E,1 St Clair Ave E,M4T 2V7,former TORONTO,Toronto,10154405,1,,,,339,Toronto-St. Paul's (1212),,,,,2847275,134,8,Yes,No,No,concrete,Installed,St Clair TTC,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3935708744, 43.6879111568)}"
5919,856375,100,Queen St W,100 Queen St W,M5H 2N1,former TORONTO,Toronto,1145216,100,,,,4238,Spadina-Fort York (1010),,,,,4326298,135,40,No,No,No,,Installed,City Hall,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3836250552, 43.6528221423)}"
5920,856375,100,Queen St W,100 Queen St W,M5H 2N1,former TORONTO,Toronto,1145216,100,,,,4238,Spadina-Fort York (1010),,,,,4326298,136,40,No,No,No,,Installed,City Hall,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3836250552, 43.6528221423)}"
5921,8408498,2,Bloor St W,2 Bloor St W,M4W 3E2,former TORONTO,Toronto,10759265,2,,,,458,University-Rosedale (1111),,,,,2772524,137,24,Yes,No,No,concrete,Installed,Bloor-Yonge TTC,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3872300479, 43.670400436)}"
5922,14171704,300,Victoria St,300 Victoria St,,former TORONTO,Toronto,30075809,300,,,,9790,Toronto Centre (1313),,,,,4096755,138,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3802376739, 43.6575126332)}"
5923,14171704,300,Victoria St,300 Victoria St,,former TORONTO,Toronto,30075809,300,,,,9790,Toronto Centre (1313),,,,,4096755,139,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3802376739, 43.6575126332)}"
5924,14171704,300,Victoria St,300 Victoria St,,former TORONTO,Toronto,30075809,300,,,,9790,Toronto Centre (1313),,,,,4096755,140,8,No,No,No,concrete,Installed,,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3802376739, 43.6575126332)}"
5925,7641709,26,Dundas St E,26 Dundas St E,M5B 2L6,former TORONTO,Toronto,7641747,26,,,,3334,Toronto Centre (1313),,,,,3191929,141,8,No,No,,concrete,Installed,front of walk,"bikes face east, temporary for construction",Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3799775246, 43.6565175761)}"
5926,10476750,432,Queen St W,432 Queen St W,M5V 2A8,former TORONTO,Toronto,10476749,432,,,,4238,Spadina-Fort York (1010),,,,,2506480,142,8,No,No,,concrete,Approved,back of walk,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3986303358, 43.6485021072)}"
5927,10476770,535,Queen St W,535 Queen St W,M5V 2B4,former TORONTO,Toronto,10476749,535,,,,4238,Spadina-Fort York (1010),,,,,2896759,143,8,No,No,,concrete,Approved,back of walk,"bikes face east, on 'patio' area",Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3994405382, 43.6479215867)}"
5928,10476744,577,Queen St W,577 Queen St W,M5V 2B6,former TORONTO,Toronto,14035954,577,,,,4238,Spadina-Fort York (1010),,,,,1545270,144,8,No,No,,concrete,Approved,boulevard,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4012041364, 43.6475959429)}"
5929,8031478,6,Denison Ave,6 Denison Ave,M5T 2M4,former TORONTO,Toronto,14020795,6,,,,3287,Spadina-Fort York (1010),,,,,2989294,145,8,No,No,,concrete,Approved,boulevard,,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4008703417, 43.6481285977)}"
5930,845809,60,Murray St,60 Murray St,M5T 3L9,former TORONTO,Toronto,1144428,60,,,,4037,University-Rosedale (1111),,,,,2290088,146,8,No,No,,concrete,Approved,back of walk,part of re-org of Mt Sinai H. parking,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.3916755977, 43.6578863393)}"
5931,772910,624,Bloor St W,624 Bloor St W,M6G 1K7,former TORONTO,Toronto,1143160,624,,,,458,University-Rosedale (1111),,,,,2242898,147,5,No,No,,concrete,Installed,front of walk,angled rack adjacent tree box,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.4143421803, 43.6646335443)}"
5932,772936,656,Bloor St W,656 Bloor St W,M6G 1K9,former TORONTO,Toronto,1143206,656,,,,458,University-Rosedale (1111),,,,,2942115,148,5,No,No,,concrete,Approved,front of walk,angled rack adjacent tree box,Multi-Bike Rack (Angled),"{u'type': u'Point', u'coordinates': (-79.4156143632, 43.6643796536)}"
5933,8416907,675,Bloor St W,675 Bloor St W,M6G 1L3,former TORONTO,Toronto,8416891,675,,,,458,University-Rosedale (1111),,,,,2602654,149,8,No,No,,asphalt,Installed,boulevard,moved fr Wood St for Bike Share relocate,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.416253855, 43.6638062345)}"
5934,37440,998,Woodbine Ave,998 Woodbine Ave,M4C 4C1,EAST YORK,Toronto,1789,998,,,,391,Beaches-East York (1919),,,,,1535595,150,8,Yes,No,,concrete,Approved,back of walk,bikes face north at subway access,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.313530664, 43.686538546)}"
5935,7553175,1184,Queen St W,1184 Queen St W,M6J 1J5,former TORONTO,Toronto,7553178,1184,,,,4238,Davenport (909),,,,,2956109,151,14,No,Yes,No,,Installed,,3 posts,Bike Corral,"{u'type': u'Point', u'coordinates': (-79.4257846968, 43.6430284992)}"
5936,8293016,1485,Dupont St,1485 Dupont St,M6P 3S2,former TORONTO,Toronto,14013265,1485,,,,3343,Davenport (909),,,,,4160513,152,14,No,Yes,No,,Proposed,,,Bike Corral,"{u'type': u'Point', u'coordinates': (-79.4501905748, 43.6657993325)}"
5937,14069353,192,Spadina Ave,192 Spadina Ave,M5T 2C2,former TORONTO,Toronto,10494196,192,,,,4426,Spadina-Fort York (1010),,,,,1871353,153,14,No,Yes,No,,Proposed,,3 posts,Bike Corral,"{u'type': u'Point', u'coordinates': (-79.3976488984, 43.6499378952)}"
5938,854435,50,Portland St,50 Portland St,M5V 2M7,former TORONTO,Toronto,14025624,50,,,,9780,Spadina-Fort York (1010),,,,,4254740,154,14,No,Yes,No,,Installed,,,Bike Corral,"{u'type': u'Point', u'coordinates': (-79.3999654357, 43.6433952592)}"
5939,30035793,92,Sudbury St,92 Sudbury St,M6J 0C5,former TORONTO,Toronto,7553518,92,,,,4502,Davenport (909),,,,,4328917,155,14,No,Yes,No,,Installed,,councillor request,Bike Corral,"{u'type': u'Point', u'coordinates': (-79.4231656377, 43.6413458973)}"
5940,828085,200,King St E,200 King St E,M5A 3W8,former TORONTO,Toronto,1145266,200,,,,3779,Toronto Centre (1313),,,,,2728735,156,14,No,Yes,No,,Installed,,east side of George north of King in No Parking zone,Bike Corral,"{u'type': u'Point', u'coordinates': (-79.3701856495, 43.6511004642)}"
5941,30088196,10,Liberty St,10 Liberty St,M6K 1A5,former TORONTO,Toronto,7553393,10,,,,3847,Spadina-Fort York (1010),,,,,4164518,157,8,No,No,,concrete,Approved,front of walk,straight rack,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.419906672, 43.6386435443)}"
5942,7929399,121,King St W,121 King St W,M5H 3T9,former TORONTO,Toronto,7929394,121,,,,3780,Spadina-Fort York (1010),,,,,2321542,158,5,No,No,,pavers,Approved,front of walk,angled rack,Multi-Bike Rack (Angled),"{u'type': u'Point', u'coordinates': (-79.3829847674, 43.6476845202)}"
5943,7929479,141,Adelaide St W,141 Adelaide St W,M5H 3L5,former TORONTO,Toronto,7929478,141,,,,2852,Spadina-Fort York (1010),,,,,1855409,159,8,No,No,,granite,Proposed,front of walk,for King St pilot,Multi-Bike Rack,"{u'type': u'Point', u'coordinates': (-79.384410447, 43.6489559551)}"
